x1,x2,y
9663,7217,16880
6672,2502,9174
5684,2410,8094
4770,5659,10429
5001,4483,9484
5562,1598,7160
4041,9160,13201
7391,8287,15678
1066,9123,10189
3750,9661,13411
7806,7429,15235
9123,2631,11754
7452,1774,9226
7107,8804,15911
5019,1929,6948
4012,6024,10036
7264,8973,16237
5729,8961,14690
3819,7655,11474
2184,9480,11664
7343,1527,8870
1916,4574,6490
4319,2406,6725
2241,6206,8447
8249,4133,12382
1798,2523,4321
8209,5928,14137
3888,3690,7578
5091,8282,13373
7249,1690,8939
9719,2495,12214
1892,9578,11470
6873,5503,12376
1897,1710,3607
4695,3686,8381
8188,6778,14966
8768,6013,14781
5512,1415,6927
5180,5262,10442
3515,6640,10155
7616,1992,9608
5370,2773,8143
4561,4816,9377
7633,2756,10389
3373,3576,6949
5184,9899,15083
3397,6969,10366
5535,7883,13418
9127,1734,10861
1632,5268,6900
5099,3901,9000
2663,6591,9254
4872,2054,6926
9572,4082,13654
9007,5261,14268
3389,4553,7942
6138,1544,7682
4663,3239,7902
4773,3627,8400
7618,7780,15398
9015,4130,13145
1096,4858,5954
3708,6397,10105
7152,1456,8608
6914,5368,12282
5088,9399,14487
2937,2146,5083
6152,5299,11451
9118,9634,18752
8759,8953,17712
5784,2461,8245
2159,1386,3545
8192,5775,13967
4409,1689,6098
8028,8262,16290
6664,7766,14430
1952,7142,9094
6967,8205,15172
3484,2854,6338
4231,3597,7828
8829,9186,18015
4983,7963,12946
7684,1656,9340
8743,7839,16582
7312,8938,16250
7176,4285,11461
6559,4563,11122
5584,5817,11401
6041,7182,13223
9026,4244,13270
2040,3273,5313
4629,3114,7743
8364,2677,11041
4094,6873,10967
3284,6052,9336
8062,2589,10651
3520,5648,9168
6729,1694,8423
8807,4683,13490
7704,8368,16072
2971,9055,12026
5218,2868,8086
2671,2728,5399
8632,7403,16035
7092,3142,10234
7184,7010,14194
1253,5102,6355
4542,3775,8317
8678,7212,15890
5637,7034,12671
9457,7476,16933
4148,4359,8507
2004,5717,7721
4271,1209,5480
6539,1153,7692
4593,9606,14199
2284,4148,6432
1768,6607,8375
4202,3787,7989
3210,8399,11609
7338,9733,17071
1358,1849,3207
8498,5522,14020
3544,2831,6375
2472,1329,3801
6851,8032,14883
6266,5354,11620
7435,8978,16413
5238,7112,12350
5722,2388,8110
5185,9911,15096
4235,5576,9811
2100,9864,11964
9708,3532,13240
8770,4670,13440
1781,4523,6304
7131,5782,12913
5995,2501,8496
4080,1502,5582
4885,9009,13894
1623,2050,3673
8385,7081,15466
6484,4772,11256
4916,5018,9934
2329,5114,7443
4367,9095,13462
6141,4951,11092
6084,2573,8657
3634,3768,7402
6302,7250,13552
2211,9967,12178
6955,2160,9115
6977,8041,15018
3383,6876,10259
4540,5635,10175
2095,6901,8996
9215,2079,11294
9370,3847,13217
2960,2473,5433
5888,5979,11867
2212,6697,8909
1419,4659,6078
6283,2340,8623
6137,6189,12326
2361,1591,3952
1526,8855,10381
2292,2654,4946
1187,3758,4945
9720,9625,19345
7431,7037,14468
9494,5182,14676
7973,1437,9410
1832,9988,11820
9751,9953,19704
6794,4574,11368
4785,6220,11005
8750,7818,16568
1684,5233,6917
1577,9007,10584
1227,3328,4555
3731,1430,5161
2709,6782,9491
2234,9493,11727
6205,2420,8625
1768,7034,8802
9635,4104,13739
5355,4305,9660
2538,2331,4869
9168,7939,17107
9261,6558,15819
6944,8126,15070
1480,6263,7743
5094,7167,12261
3793,3892,7685
2198,9011,11209
3372,2892,6264
6790,2883,9673
6467,1797,8264
9209,9235,18444
1154,5962,7116
5080,9050,14130
6947,5320,12267
2892,4424,7316
3015,7673,10688
7032,5833,12865
1565,8412,9977
3018,3314,6332
5412,4883,10295
9216,7739,16955
8902,2189,11091
8156,8342,16498
7884,4157,12041
6520,2741,9261
4688,8485,13173
6369,6644,13013
5023,1716,6739
4967,8423,13390
7450,4215,11665
8825,1390,10215
4037,1232,5269
4131,8634,12765
1233,2391,3624
1889,8902,10791
1745,1427,3172
1731,1799,3530
7507,8025,15532
8624,9326,17950
6383,7207,13590
3538,4718,8256
9232,4367,13599
6008,6229,12237
8388,3415,11803
8171,3949,12120
5261,6145,11406
4466,4088,8554
2115,5578,7693
3590,8372,11962
4573,3978,8551
8313,8022,16335
5975,5925,11900
9047,9090,18137
9051,6292,15343
7645,6403,14048
4430,2995,7425
7030,4891,11921
8145,9498,17643
3102,4030,7132
9524,9107,18631
1242,2884,4126
9015,7747,16762
9494,5330,14824
8863,4109,12972
3186,2550,5736
1646,7144,8790
5656,9904,15560
1537,7572,9109
1234,7539,8773
2374,2909,5283
8218,1080,9298
3083,2690,5773
1756,3670,5426
4751,9659,14410
6261,7852,14113
2494,6740,9234
9055,1901,10956
1672,9630,11302
1444,9655,11099
3198,3287,6485
5008,1496,6504
2463,7828,10291
5253,1493,6746
6065,6430,12495
2426,2793,5219
3723,1658,5381
5761,8630,14391
9741,9834,19575
5350,1207,6557
5190,2883,8073
3886,1477,5363
9953,9381,19334
7854,1755,9609
5931,6724,12655
5150,5060,10210
5765,4612,10377
7553,8378,15931
2689,2316,5005
8130,4186,12316
6789,2145,8934
5394,8942,14336
8548,1560,10108
2912,2864,5776
1296,3409,4705
8630,2461,11091
5292,3268,8560
1994,7554,9548
1007,3515,4522
2417,3316,5733
8358,4932,13290
7204,2287,9491
2118,9744,11862
8637,1660,10297
9907,7922,17829
9104,7337,16441
3529,4970,8499
4407,8416,12823
5760,2897,8657
7364,9464,16828
5087,5374,10461
8607,5019,13626
1815,8255,10070
1922,5867,7789
2264,4724,6988
3722,6355,10077
3550,6319,9869
7686,2673,10359
5587,6353,11940
7857,2666,10523
5511,7172,12683
2384,5403,7787
4954,7305,12259
9252,8238,17490
7981,7026,15007
7609,9664,17273
1958,9724,11682
1493,8042,9535
1081,7999,9080
3970,1011,4981
8824,1761,10585
4185,1025,5210
2806,7651,10457
6664,6154,12818
6824,4659,11483
2525,1760,4285
1594,8192,9786
2055,4083,6138
4675,6957,11632
6255,5228,11483
5181,2830,8011
4395,2203,6598
3810,4092,7902
4044,7071,11115
8272,5673,13945
4514,7192,11706
1144,8507,9651
5857,2377,8234
4146,6024,10170
1793,6756,8549
5414,2110,7524
6672,5053,11725
4937,4963,9900
5942,6897,12839
9974,2116,12090
2750,5027,7777
6745,6064,12809
6938,4397,11335
9265,2359,11624
5853,2941,8794
4148,8933,13081
2285,7474,9759
1770,2843,4613
1073,2660,3733
5349,8102,13451
9000,4818,13818
1331,2421,3752
8512,7890,16402
5931,7025,12956
5408,6113,11521
9419,3881,13300
3865,3575,7440
7185,9656,16841
6741,1277,8018
1065,5262,6327
6704,9594,16298
8989,7255,16244
8441,5692,14133
5419,8960,14379
7078,2437,9515
9620,8032,17652
6731,4378,11109
9584,7347,16931
7401,7629,15030
5541,8876,14417
9533,9324,18857
1264,2434,3698
6327,6097,12424
2660,6692,9352
3354,9457,12811
7461,8044,15505
6497,5549,12046
7334,7010,14344
5926,7065,12991
3179,5967,9146
1634,4631,6265
5677,3218,8895
2389,5276,7665
2249,8640,10889
6712,2245,8957
9245,1442,10687
7976,5675,13651
8953,5377,14330
8058,1822,9880
3939,8096,12035
6765,2031,8796
1562,1340,2902
5567,8862,14429
3296,1234,4530
6202,2291,8493
5727,9720,15447
3939,6435,10374
7981,6392,14373
8972,2233,11205
3800,3775,7575
7044,4487,11531
8383,4850,13233
5997,1890,7887
6920,2188,9108
6644,1740,8384
2369,3000,5369
2471,2536,5007
1318,6153,7471
2894,8991,11885
9592,6935,16527
1723,3329,5052
3770,8545,12315
5846,1267,7113
1569,2973,4542
9737,3822,13559
5460,1270,6730
8641,9930,18571
7680,2257,9937
9250,6370,15620
5858,9581,15439
9910,7999,17909
1120,7908,9028
3303,5861,9164
3911,9991,13902
8236,6565,14801
7531,2109,9640
7929,2250,10179
9177,2649,11826
8351,6911,15262
3956,6828,10784
5994,7436,13430
9676,8614,18290
9994,2715,12709
9150,4483,13633
8675,2757,11432
2809,6539,9348
7048,2151,9199
6492,7711,14203
7302,5747,13049
9402,5681,15083
3507,3963,7470
4428,8494,12922
4955,4705,9660
5038,1713,6751
8260,8011,16271
9879,9521,19400
2746,2207,4953
1784,3696,5480
8073,6036,14109
8127,4718,12845
6775,8910,15685
3693,1625,5318
4708,7859,12567
9953,8692,18645
7398,8252,15650
2555,9867,12422
5187,8767,13954
1036,2787,3823
7283,9060,16343
9065,4880,13945
6932,9328,16260
7333,6759,14092
7485,6067,13552
1661,8973,10634
7386,8887,16273
1414,7850,9264
9534,3729,13263
4897,3169,8066
2878,7454,10332
5570,2515,8085
1574,3867,5441
4544,5477,10021
1071,3980,5051
6492,5759,12251
9084,1039,10123
6373,8565,14938
2900,3217,6117
5796,5606,11402
2283,9775,12058
9650,1815,11465
3511,1246,4757
5825,7516,13341
1416,7702,9118
4717,1107,5824
5513,2421,7934
8283,1255,9538
8248,3962,12210
3282,9744,13026
9372,2477,11849
9762,5952,15714
6880,6592,13472
8091,1591,9682
7277,3260,10537
1347,9357,10704
6032,5443,11475
9774,7869,17643
6696,4038,10734
3845,8864,12709
7609,2265,9874
3274,3470,6744
3577,4660,8237
2068,6591,8659
6974,5829,12803
2950,9283,12233
4093,6311,10404
2387,5274,7661
3285,4206,7491
3924,8045,11969
9471,2618,12089
9562,6896,16458
8843,8063,16906
9495,2348,11843
6556,6289,12845
3422,4628,8050
3428,4033,7461
7157,9860,17017
9691,8813,18504
2414,7708,10122
9721,7635,17356
4621,6315,10936
1754,3347,5101
1726,5923,7649
3649,3815,7464
4279,3984,8263
4807,8876,13683
7099,1607,8706
7169,8790,15959
6573,1634,8207
2074,2914,4988
1588,4231,5819
7351,4838,12189
2973,6044,9017
7103,7683,14786
6837,7783,14620
6594,4822,11416
4389,6914,11303
2780,4688,7468
8211,6037,14248
7319,9640,16959
1081,7278,8359
7999,2406,10405
8410,2480,10890
4598,8993,13591
5183,4680,9863
8644,5310,13954
2758,3599,6357
6616,6813,13429
4853,3292,8145
2501,9422,11923
8550,5250,13800
7991,1114,9105
5406,3347,8753
2041,7927,9968
1011,8980,9991
8871,7375,16246
8098,4676,12774
7109,6397,13506
4065,3036,7101
4046,1540,5586
1076,4067,5143
1023,6134,7157
1675,7668,9343
5267,6988,12255
8652,9680,18332
2485,4659,7144
3419,8740,12159
8143,4495,12638
1756,9448,11204
2779,7487,10266
1258,5075,6333
9498,9014,18512
2118,8631,10749
4017,5341,9358
2658,9378,12036
2797,1784,4581
6691,4196,10887
9532,1562,11094
5746,3999,9745
2193,1068,3261
6679,3428,10107
7200,6396,13596
7993,4598,12591
1573,5214,6787
8636,2478,11114
7127,7676,14803
3196,9166,12362
9846,7050,16896
5650,9484,15134
5526,5412,10938
6443,9787,16230
3593,7852,11445
7629,4869,12498
8971,8822,17793
3989,8062,12051
6340,4823,11163
4932,9554,14486
3429,8444,11873
8147,8631,16778
4598,5329,9927
7718,9218,16936
1092,9500,10592
1051,1318,2369
6688,8018,14706
8210,4956,13166
7057,7875,14932
5431,2525,7956
8043,2278,10321
9705,7125,16830
8874,7900,16774
3500,4464,7964
3259,8496,11755
3659,1255,4914
2502,5656,8158
6430,9598,16028
4176,2860,7036
7158,6806,13964
5354,1722,7076
8579,1613,10192
4331,6790,11121
4116,1330,5446
3212,6493,9705
8232,6614,14846
6913,6913,13826
6611,1319,7930
9085,5200,14285
5791,1329,7120
9851,7742,17593
5916,2793,8709
7457,9125,16582
6703,7170,13873
7644,8420,16064
5155,9411,14566
3611,6691,10302
3593,1095,4688
7041,6063,13104
9437,4349,13786
8644,7560,16204
6247,6356,12603
5077,5898,10975
2417,9846,12263
1110,9281,10391
9954,8391,18345
6132,3504,9636
9289,6239,15528
1292,2734,4026
6120,7393,13513
3196,4466,7662
2906,2721,5627
2816,9444,12260
5227,6775,12002
4849,6228,11077
7849,2058,9907
3322,9378,12700
1948,9179,11127
5359,6660,12019
8254,9401,17655
3093,2563,5656
9217,1174,10391
2334,1321,3655
6698,6604,13302
7742,8436,16178
9524,6674,16198
6002,1910,7912
1949,6425,8374
3514,8701,12215
1100,5646,6746
7945,3400,11345
6801,3343,10144
1352,3955,5307
2018,2179,4197
6193,4536,10729
3502,4819,8321
7855,1979,9834
1976,3280,5256
6897,1107,8004
2626,9895,12521
7229,7877,15106
1874,6543,8417
4809,3107,7916
1559,9308,10867
5969,4046,10015
1043,1508,2551
7107,4439,11546
4928,6411,11339
1916,1798,3714
5971,2760,8731
4275,1818,6093
6040,4065,10105
4259,1906,6165
1602,5295,6897
4527,5543,10070
2811,8963,11774
6249,5615,11864
9916,7766,17682
1802,3582,5384
7445,4837,12282
9718,2665,12383
9651,7975,17626
3552,8475,12027
3808,6633,10441
7096,9823,16919
3456,6423,9879
5317,2556,7873
3205,4955,8160
7805,1404,9209
2620,3952,6572
9080,4118,13198
8380,7630,16010
1565,5799,7364
8670,3868,12538
9776,5327,15103
7413,8614,16027
2245,9243,11488
1537,1540,3077
1814,2415,4229
2652,5062,7714
3356,4810,8166
1185,2551,3736
8013,1761,9774
7163,8635,15798
4281,2536,6817
7201,4164,11365
3770,8399,12169
4845,4435,9280
5710,1561,7271
5717,8623,14340
8187,3180,11367
2960,4879,7839
6153,8035,14188
4270,5687,9957
1582,1288,2870
6664,8979,15643
4859,4060,8919
2183,5335,7518
2446,7679,10125
7213,2903,10116
8894,3377,12271
1847,8370,10217
7341,2239,9580
6600,5791,12391
3365,6055,9420
6622,1372,7994
8783,2949,11732
1244,8795,10039
6772,1124,7896
2919,1530,4449
8849,7929,16778
5349,5756,11105
2801,6156,8957
8856,6461,15317
6302,8432,14734
7189,2142,9331
8076,8614,16690
5840,2629,8469
6062,1762,7824
7905,5889,13794
5839,4957,10796
1557,5621,7178
1839,9194,11033
9348,7998,17346
1510,2137,3647
6606,5666,12272
9906,6434,16340
7446,3654,11100
1990,8820,10810
3160,6740,9900
5457,3063,8520
2977,9567,12544
9933,3667,13600
5919,9609,15528
8642,9798,18440
9759,1543,11302
1883,5798,7681
9040,6718,15758
3068,8478,11546
9120,8820,17940
2786,6715,9501
9269,2308,11577
9839,9744,19583
9473,5861,15334
3776,2596,6372
1479,4312,5791
7156,8919,16075
7744,4898,12642
3072,6624,9696
1938,9176,11114
1761,8254,10015
2669,8128,10797
4862,3685,8547
7634,2931,10565
8308,4939,13247
2126,7021,9147
7437,8039,15476
6373,2203,8576
5135,9711,14846
8904,3283,12187
5558,6347,11905
8867,6944,15811
9674,3477,13151
4093,9534,13627
8207,7227,15434
4535,8004,12539
3913,3340,7253
6289,1597,7886
9836,8145,17981
3902,7645,11547
9955,8694,18649
5830,8546,14376
8368,3160,11528
6878,8663,15541
4749,3922,8671
7486,9112,16598
9771,4804,14575
5878,3368,9246
9093,4932,14025
6608,7635,14243
7395,7101,14496
6531,5970,12501
7344,9408,16752
1375,8887,10262
2609,3939,6548
5062,2613,7675
7578,8851,16429
4679,8540,13219
8074,4996,13070
5786,6695,12481
7998,3366,11364
7764,9976,17740
2614,5555,8169
3416,8288,11704
7862,4653,12515
7639,1496,9135
1504,8699,10203
6733,9055,15788
4216,6688,10904
5364,7042,12406
2477,5960,8437
3397,9301,12698
9841,7194,17035
8570,8730,17300
2499,8235,10734
1595,1978,3573
1730,1056,2786
3243,6879,10122
2701,8229,10930
2286,9303,11589
1947,5121,7068
7553,1757,9310
6651,8273,14924
4535,3293,7828
2104,9853,11957
1908,7539,9447
5617,8069,13686
3311,1789,5100
1171,8989,10160
2885,9667,12552
2049,5129,7178
2161,1815,3976
4766,9945,14711
5661,9653,15314
4239,9272,13511
3804,9031,12835
1869,6526,8395
8741,5694,14435
9998,2934,12932
6172,1703,7875
3523,3639,7162
7159,4909,12068
2164,1619,3783
8982,4066,13048
5872,9638,15510
3337,9400,12737
6594,3460,10054
7820,6546,14366
4442,3711,8153
2291,6374,8665
3655,7513,11168
8394,1704,10098
1825,1376,3201
1972,5213,7185
1443,8519,9962
1754,5735,7489
6396,4465,10861
3711,3407,7118
9814,6588,16402
7104,6747,13851
2723,8224,10947
2919,1918,4837
5215,1581,6796
4881,4909,9790
2999,1400,4399
4648,6445,11093
3628,2656,6284
1620,1246,2866
6212,4339,10551
7758,8086,15844
4010,5719,9729
3368,2839,6207
3903,7205,11108
5395,6767,12162
4691,8470,13161
4841,5348,10189
7621,2392,10013
7060,5255,12315
5300,4338,9638
6487,4514,11001
1759,9621,11380
7793,3459,11252
6273,2718,8991
6423,2308,8731
2050,6479,8529
3249,3809,7058
3921,5676,9597
5041,3417,8458
1532,9167,10699
2469,8292,10761
9961,8142,18103
7000,8081,15081
5649,7931,13580
4424,2091,6515
8849,5654,14503
1260,6936,8196
5370,5301,10671
8207,6819,15026
1092,6161,7253
8632,7208,15840
9556,5916,15472
4718,7125,11843
2924,4095,7019
7683,6181,13864
3538,3276,6814
9194,1910,11104
1306,7575,8881
5231,7028,12259
7658,7336,14994
1872,2141,4013
1665,9400,11065
1951,5722,7673
5008,7655,12663
7190,1771,8961
5030,8859,13889
1521,4355,5876
2400,4723,7123
7579,4247,11826
2858,5781,8639
5064,3398,8462
1142,6062,7204
4469,4695,9164
1717,1642,3359
3548,9561,13109
4650,8549,13199
9978,1949,11927
6444,1521,7965
7632,7048,14680
1354,2482,3836
7994,3215,11209
5716,9619,15335
6821,3537,10358
7339,9736,17075
5919,8075,13994
4765,9850,14615
8082,3827,11909
3058,8749,11807
1730,2832,4562
9600,7505,17105
8170,5179,13349
7299,8830,16129
5802,7057,12859
7615,7762,15377
6543,9325,15868
5883,8050,13933
5959,1666,7625
1276,1881,3157
3060,3082,6142
7702,1158,8860
6229,8956,15185
8514,8803,17317
3526,9302,12828
8803,7574,16377
9733,2138,11871
8257,4283,12540
8762,8896,17658
3419,2756,6175
3306,8630,11936
7263,6008,13271
6247,9914,16161
3570,6807,10377
8812,1324,10136
8487,6645,15132
2945,5486,8431
3430,4510,7940
1845,1567,3412
3179,3019,6198
4319,3320,7639
2646,4909,7555
9015,4420,13435
1356,8485,9841
4081,3280,7361
5131,6123,11254
8422,3787,12209
5209,7540,12749
1465,2487,3952
5942,5597,11539
5536,1325,6861
5162,1303,6465
6067,6024,12091
8715,9340,18055
3631,7391,11022
9287,3369,12656
1528,5675,7203
2663,4364,7027
3341,7656,10997
5905,9884,15789
6950,2360,9310
6127,6562,12689
9730,6777,16507
4925,9463,14388
9001,2028,11029
7018,2242,9260
9784,8119,17903
5210,7406,12616
4377,5071,9448
2440,4626,7066
1184,5996,7180
9412,9031,18443
6563,4188,10751
3945,7765,11710
3474,7787,11261
9792,5599,15391
7274,5313,12587
3218,2152,5370
1056,1143,2199
8218,9559,17777
7361,1615,8976
9062,6977,16039
7984,9890,17874
5971,6781,12752
1944,8078,10022
2746,6783,9529
7907,9625,17532
3926,2089,6015
3957,3612,7569
7047,7249,14296
4759,8718,13477
5263,2902,8165
3567,9075,12642
3994,6229,10223
3010,8377,11387
1830,1048,2878
5210,2178,7388
6768,8878,15646
1070,8686,9756
8879,6455,15334
9258,6612,15870
6769,2777,9546
8380,3228,11608
9804,9888,19692
7746,7391,15137
3406,9440,12846
1637,9090,10727
1949,4587,6536
2111,9367,11478
1722,4842,6564
4674,5866,10540
1702,3128,4830
5233,3517,8750
2149,2878,5027
1309,4952,6261
8728,4049,12777
6766,7412,14178
5865,1015,6880
1605,5908,7513
9006,7412,16418
9605,5120,14725
9507,5666,15173
5820,8835,14655
2849,2953,5802
9580,3769,13349
4046,8594,12640
7840,6066,13906
3415,3389,6804
6924,9495,16419
1763,8541,10304
1815,7255,9070
1877,8173,10050
8073,5798,13871
7989,6039,14028
7324,3823,11147
6287,4285,10572
8433,7174,15607
5826,4664,10490
1497,8641,10138
5643,6056,11699
1131,6443,7574
1857,9712,11569
9221,7147,16368
5604,2558,8162
1015,4605,5620
2607,6935,9542
3016,4574,7590
8274,4791,13065
7406,2088,9494
2361,5473,7834
6294,8106,14400
8319,9667,17986
9520,2186,11706
4414,6486,10900
4536,2773,7309
6415,3558,9973
6907,6079,12986
7724,6420,14144
4291,4524,8815
4504,9998,14502
6989,3666,10655
9596,8140,17736
9785,7895,17680
5107,4280,9387
3212,9078,12290
8601,1613,10214
1868,1811,3679
5862,5177,11039
2744,3256,6000
8612,9713,18325
8196,6423,14619
6089,7608,13697
2469,3675,6144
2513,5876,8389
2451,5654,8105
4007,4124,8131
2753,2612,5365
4275,9747,14022
3049,1824,4873
4030,2081,6111
6299,1492,7791
5764,8202,13966
9266,4360,13626
9562,5682,15244
1328,9968,11296
5674,5316,10990
6803,4325,11128
9379,2214,11593
8556,9722,18278
4136,7618,11754
6265,8089,14354
8965,9708,18673
7569,2491,10060
6213,5228,11441
8508,5409,13917
1590,8379,9969
4056,3206,7262
3708,6981,10689
6722,1747,8469
9992,7553,17545
2497,2379,4876
9871,8360,18231
4770,4342,9112
2546,4126,6672
6889,7208,14097
9875,2295,12170
2385,1942,4327
4280,2033,6313
3786,3233,7019
2620,4535,7155
4205,3882,8087
1170,9140,10310
4897,5122,10019
6109,3837,9946
9599,6228,15827
5169,7721,12890
1679,8429,10108
6487,1236,7723
7804,3423,11227
2032,7339,9371
3940,6409,10349
4132,8080,12212
5942,7961,13903
8730,1633,10363
7822,5103,12925
7487,4446,11933
6738,4098,10836
9097,6476,15573
9253,6181,15434
2817,9824,12641
5887,3598,9485
3653,2454,6107
2138,6807,8945
4192,7116,11308
4759,4029,8788
6095,1063,7158
2345,1974,4319
5161,6962,12123
9649,7596,17245
4330,2740,7070
7055,7321,14376
2954,1279,4233
3391,7439,10830
1961,7827,9788
2217,9566,11783
7007,5130,12137
2392,3076,5468
9966,5316,15282
7196,5589,12785
9142,7260,16402
9471,8897,18368
5841,8161,14002
2059,2922,4981
7101,5592,12693
7349,3473,10822
9108,9096,18204
7748,5549,13297
1594,6452,8046
1506,5889,7395
8637,9212,17849
2399,4201,6600
8854,7763,16617
8962,6190,15152
6681,4678,11359
1336,2667,4003
1909,9467,11376
9204,6122,15326
9153,1973,11126
5270,2408,7678
3288,9738,13026
2218,2420,4638
4377,8501,12878
5098,3738,8836
8619,2842,11461
9938,3816,13754
1494,7560,9054
6510,4444,10954
8543,8562,17105
4994,8253,13247
1045,3057,4102
1663,5668,7331
3029,6717,9746
3696,9831,13527
3663,3745,7408
6004,7321,13325
6125,5948,12073
5402,4427,9829
6912,1394,8306
4597,1329,5926
1772,9135,10907
2645,2787,5432
1999,2848,4847
2561,1773,4334
8311,6179,14490
2803,3050,5853
1747,9125,10872
6860,4973,11833
2615,4754,7369
6506,5221,11727
6291,6854,13145
1216,2359,3575
4774,6417,11191
5927,5429,11356
5606,5478,11084
2896,8366,11262
5427,6361,11788
1641,6346,7987
5729,4627,10356
7594,9387,16981
4275,5050,9325
5553,5925,11478
3304,4343,7647
3056,3808,6864
8092,8226,16318
1886,9584,11470
8720,3446,12166
4905,7474,12379
4591,3181,7772
6011,6030,12041
1354,3631,4985
2521,3672,6193
3337,7968,11305
1628,8162,9790
3679,6266,9945
5422,8463,13885
2126,2780,4906
7571,9584,17155
1825,8276,10101
3395,5145,8540
8059,6492,14551
8111,7792,15903
4551,8711,13262
4628,2565,7193
4667,7459,12126
5096,2019,7115
8928,9254,18182
6965,3269,10234
9835,5721,15556
9408,1195,10603
4273,6110,10383
8401,4212,12613
3755,2521,6276
6674,2080,8754
6623,1721,8344
2562,1639,4201
5260,6190,11450
4736,8746,13482
1089,2251,3340
5703,1348,7051
5052,3941,8993
9437,1271,10708
3030,8836,11866
8041,6175,14216
2126,5379,7505
9708,9052,18760
1611,1749,3360
2856,9591,12447
2526,7229,9755
9511,9527,19038
3098,8865,11963
1173,1500,2673
4646,7219,11865
3363,8540,11903
2896,6759,9655
2778,4057,6835
6190,7997,14187
5747,1045,6792
8758,8053,16811
4201,1455,5656
3924,8798,12722
1965,5964,7929
2528,3976,6504
4071,5869,9940
7387,3521,10908
7525,2126,9651
7632,6773,14405
8716,4404,13120
5492,3343,8835
1106,4154,5260
5053,5801,10854
7139,6580,13719
1214,6400,7614
7875,5289,13164
5253,9656,14909
7247,7177,14424
8269,3372,11641
7834,9783,17617
7617,6150,13767
9102,5158,14260
8727,6206,14933
1303,1333,2636
5506,3331,8837
5561,1079,6640
4763,6196,10959
1732,4976,6708
6659,2384,9043
3124,7652,10776
6283,8176,14459
7605,6707,14312
3292,9376,12668
